nuts_id;nuts_region_order;nuts_country_order;nuts_level;nuts_country_official;nuts_1_official;nuts_2_official;nuts_3_official;nuts_country_latin;nuts_1_latin;nuts_2_latin;nuts_3_latin
"UKM73";"1813";"28";"3";"United Kingdom";"Scotland";"Eastern Scotland";"East Lothian and Midlothian";"United Kingdom";"Scotland";"Eastern Scotland";"East Lothian and Midlothian"
"UKM75";"1814";"28";"3";"United Kingdom";"Scotland";"Eastern Scotland";"Edinburgh, City of";"United Kingdom";"Scotland";"Eastern Scotland";"Edinburgh, City of"
"UKM76";"1815";"28";"3";"United Kingdom";"Scotland";"Eastern Scotland";"Falkirk";"United Kingdom";"Scotland";"Eastern Scotland";"Falkirk"
"UKM77";"1816";"28";"3";"United Kingdom";"Scotland";"Eastern Scotland";"Perth & Kinross and Stirling";"United Kingdom";"Scotland";"Eastern Scotland";"Perth & Kinross and Stirling"
"UKM78";"1817";"28";"3";"United Kingdom";"Scotland";"Eastern Scotland";"West Lothian";"United Kingdom";"Scotland";"Eastern Scotland";"West Lothian"
"UKM81";"1819";"28";"3";"United Kingdom";"Scotland";"West Central Scotland";"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond";"United Kingdom";"Scotland";"West Central Scotland";"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond"
"UKM82";"1820";"28";"3";"United Kingdom";"Scotland";"West Central Scotland";"Glasgow City";"United Kingdom";"Scotland";"West Central Scotland";"Glasgow City"
"UKM83";"1821";"28";"3";"United Kingdom";"Scotland";"West Central Scotland";"Inverclyde, East Renfrewshire and Renfrewshire";"United Kingdom";"Scotland";"West Central Scotland";"Inverclyde, East Renfrewshire and Renfrewshire"
"UKM84";"1822";"28";"3";"United Kingdom";"Scotland";"West Central Scotland";"North Lanarkshire";"United Kingdom";"Scotland";"West Central Scotland";"North Lanarkshire"
"UKM91";"1824";"28";"3";"United Kingdom";"Scotland";"Southern Scotland";"Scottish Borders";"United Kingdom";"Scotland";"Southern Scotland";"Scottish Borders"
"UKM92";"1825";"28";"3";"United Kingdom";"Scotland";"Southern Scotland";"Dumfries & Galloway";"United Kingdom";"Scotland";"Southern Scotland";"Dumfries & Galloway"
"UKM93";"1826";"28";"3";"United Kingdom";"Scotland";"Southern Scotland";"East Ayrshire and North Ayrshire mainland";"United Kingdom";"Scotland";"Southern Scotland";"East Ayrshire and North Ayrshire mainland"
"UKM94";"1827";"28";"3";"United Kingdom";"Scotland";"Southern Scotland";"South Ayrshire";"United Kingdom";"Scotland";"Southern Scotland";"South Ayrshire"
"UKM95";"1828";"28";"3";"United Kingdom";"Scotland";"Southern Scotland";"South Lanarkshire";"United Kingdom";"Scotland";"Southern Scotland";"South Lanarkshire"
"UKN06";"1831";"28";"3";"United Kingdom";"Northern Ireland";"Northern Ireland";"Belfast";"United Kingdom";"Northern Ireland";"Northern Ireland";"Belfast"
"UKN07";"1832";"28";"3";"United Kingdom";"Northern Ireland";"Northern Ireland";"Armagh City, Banbridge and Craigavon";"United Kingdom";"Northern Ireland";"Northern Ireland";"Armagh City, Banbridge and Craigavon"
"UKN08";"1833";"28";"3";"United Kingdom";"Northern Ireland";"Northern Ireland";"Newry, Mourne and Down";"United Kingdom";"Northern Ireland";"Northern Ireland";"Newry, Mourne and Down"
"UKN09";"1834";"28";"3";"United Kingdom";"Northern Ireland";"Northern Ireland";"Ards and North Down";"United Kingdom";"Northern Ireland";"Northern Ireland";"Ards and North Down"
"UKN0A";"1835";"28";"3";"United Kingdom";"Northern Ireland";"Northern Ireland";"Derry City and Strabane";"United Kingdom";"Northern Ireland";"Northern Ireland";"Derry City and Strabane"
"UKN0B";"1836";"28";"3";"United Kingdom";"Northern Ireland";"Northern Ireland";"Mid Ulster";"United Kingdom";"Northern Ireland";"Northern Ireland";"Mid Ulster"
"UKN0C";"1837";"28";"3";"United Kingdom";"Northern Ireland";"Northern Ireland";"Causeway Coast and Glens";"United Kingdom";"Northern Ireland";"Northern Ireland";"Causeway Coast and Glens"
"UKN0D";"1838";"28";"3";"United Kingdom";"Northern Ireland";"Northern Ireland";"Antrim and Newtownabbey";"United Kingdom";"Northern Ireland";"Northern Ireland";"Antrim and Newtownabbey"
"UKN0E";"1839";"28";"3";"United Kingdom";"Northern Ireland";"Northern Ireland";"Lisburn and Castlereagh";"United Kingdom";"Northern Ireland";"Northern Ireland";"Lisburn and Castlereagh"
"UKN0F";"1840";"28";"3";"United Kingdom";"Northern Ireland";"Northern Ireland";"Mid and East Antrim";"United Kingdom";"Northern Ireland";"Northern Ireland";"Mid and East Antrim"
"UKN0G";"1841";"28";"3";"United Kingdom";"Northern Ireland";"Northern Ireland";"Fermanagh and Omagh";"United Kingdom";"Northern Ireland";"Northern Ireland";"Fermanagh and Omagh"
"UKZZZ";"1844";"28";"3";"United Kingdom";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"Extra-Regio NUTS 3";"United Kingdom";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"Extra-Regio NUTS 3"
"DE111";"154";"5";"3";"Deutschland";"Baden-Württemberg";"Stuttgart";"Stuttgart, Stadtkreis";"Deutschland";"Baden-Württemberg";"Stuttgart";"Stuttgart, Stadtkreis"
"DE112";"155";"5";"3";"Deutschland";"Baden-Württemberg";"Stuttgart";"Böblingen";"Deutschland";"Baden-Württemberg";"Stuttgart";"Böblingen"
"DE113";"156";"5";"3";"Deutschland";"Baden-Württemberg";"Stuttgart";"Esslingen";"Deutschland";"Baden-Württemberg";"Stuttgart";"Esslingen"
"DE114";"157";"5";"3";"Deutschland";"Baden-Württemberg";"Stuttgart";"Göppingen";"Deutschland";"Baden-Württemberg";"Stuttgart";"Göppingen"
"DE115";"158";"5";"3";"Deutschland";"Baden-Württemberg";"Stuttgart";"Ludwigsburg";"Deutschland";"Baden-Württemberg";"Stuttgart";"Ludwigsburg"
"DE116";"159";"5";"3";"Deutschland";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis";"Deutschland";"Baden-Württemberg";"Stuttgart";"Rems-Murr-Kreis"
"DE117";"160";"5";"3";"Deutschland";"Baden-Württemberg";"Stuttgart";"Heilbronn, Stadtkreis";"Deutschland";"Baden-Württemberg";"Stuttgart";"Heilbronn, Stadtkreis"
"DE118";"161";"5";"3";"Deutschland";"Baden-Württemberg";"Stuttgart";"Heilbronn, Landkreis";"Deutschland";"Baden-Württemberg";"Stuttgart";"Heilbronn, Landkreis"
"DE119";"162";"5";"3";"Deutschland";"Baden-Württemberg";"Stuttgart";"Hohenlohekreis";"Deutschland";"Baden-Württemberg";"Stuttgart";"Hohenlohekreis"
"DE11A";"163";"5";"3";"Deutschland";"Baden-Württemberg";"Stuttgart";"Schwäbisch Hall";"Deutschland";"Baden-Württemberg";"Stuttgart";"Schwäbisch Hall"
"DE11B";"164";"5";"3";"Deutschland";"Baden-Württemberg";"Stuttgart";"Main-Tauber-Kreis";"Deutschland";"Baden-Württemberg";"Stuttgart";"Main-Tauber-Kreis"
"DE11C";"165";"5";"3";"Deutschland";"Baden-Württemberg";"Stuttgart";"Heidenheim";"Deutschland";"Baden-Württemberg";"Stuttgart";"Heidenheim"
"DE11D";"166";"5";"3";"Deutschland";"Baden-Württemberg";"Stuttgart";"Ostalbkreis";"Deutschland";"Baden-Württemberg";"Stuttgart";"Ostalbkreis"
"DE121";"168";"5";"3";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Baden-Baden, Stadtkreis";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Baden-Baden, Stadtkreis"
"DE122";"169";"5";"3";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Karlsruhe, Stadtkreis";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Karlsruhe, Stadtkreis"
"DE123";"170";"5";"3";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Karlsruhe, Landkreis";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Karlsruhe, Landkreis"
"DE124";"171";"5";"3";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Rastatt";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Rastatt"
"DE125";"172";"5";"3";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Heidelberg, Stadtkreis";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Heidelberg, Stadtkreis"
"DE126";"173";"5";"3";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Mannheim, Stadtkreis";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Mannheim, Stadtkreis"
"DE127";"174";"5";"3";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Neckar-Odenwald-Kreis";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Neckar-Odenwald-Kreis"
"DE128";"175";"5";"3";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Rhein-Neckar-Kreis";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Rhein-Neckar-Kreis"
"DE129";"176";"5";"3";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Pforzheim, Stadtkreis";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Pforzheim, Stadtkreis"
"DE12A";"177";"5";"3";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Calw";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Calw"
"DE12B";"178";"5";"3";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Enzkreis";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Enzkreis"
"DE12C";"179";"5";"3";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Freudenstadt";"Deutschland";"Baden-Württemberg";"Karlsruhe";"Freudenstadt"
"DE131";"181";"5";"3";"Deutschland";"Baden-Württemberg";"Freiburg";"Freiburg im Breisgau, Stadtkreis";"Deutschland";"Baden-Württemberg";"Freiburg";"Freiburg im Breisgau, Stadtkreis"
"DE132";"182";"5";"3";"Deutschland";"Baden-Württemberg";"Freiburg";"Breisgau-Hochschwarzwald";"Deutschland";"Baden-Württemberg";"Freiburg";"Breisgau-Hochschwarzwald"
"DE133";"183";"5";"3";"Deutschland";"Baden-Württemberg";"Freiburg";"Emmendingen";"Deutschland";"Baden-Württemberg";"Freiburg";"Emmendingen"
"DE134";"184";"5";"3";"Deutschland";"Baden-Württemberg";"Freiburg";"Ortenaukreis";"Deutschland";"Baden-Württemberg";"Freiburg";"Ortenaukreis"
"DE135";"185";"5";"3";"Deutschland";"Baden-Württemberg";"Freiburg";"Rottweil";"Deutschland";"Baden-Württemberg";"Freiburg";"Rottweil"
"DE136";"186";"5";"3";"Deutschland";"Baden-Württemberg";"Freiburg";"Schwarzwald-Baar-Kreis";"Deutschland";"Baden-Württemberg";"Freiburg";"Schwarzwald-Baar-Kreis"
"DE137";"187";"5";"3";"Deutschland";"Baden-Württemberg";"Freiburg";"Tuttlingen";"Deutschland";"Baden-Württemberg";"Freiburg";"Tuttlingen"
"DE138";"188";"5";"3";"Deutschland";"Baden-Württemberg";"Freiburg";"Konstanz";"Deutschland";"Baden-Württemberg";"Freiburg";"Konstanz"
"DE139";"189";"5";"3";"Deutschland";"Baden-Württemberg";"Freiburg";"Lörrach";"Deutschland";"Baden-Württemberg";"Freiburg";"Lörrach"
"DE13A";"190";"5";"3";"Deutschland";"Baden-Württemberg";"Freiburg";"Waldshut";"Deutschland";"Baden-Württemberg";"Freiburg";"Waldshut"
"DE141";"192";"5";"3";"Deutschland";"Baden-Württemberg";"Tübingen";"Reutlingen";"Deutschland";"Baden-Württemberg";"Tübingen";"Reutlingen"
"DE142";"193";"5";"3";"Deutschland";"Baden-Württemberg";"Tübingen";"Tübingen, Landkreis";"Deutschland";"Baden-Württemberg";"Tübingen";"Tübingen, Landkreis"
"DE143";"194";"5";"3";"Deutschland";"Baden-Württemberg";"Tübingen";"Zollernalbkreis";"Deutschland";"Baden-Württemberg";"Tübingen";"Zollernalbkreis"
"DE144";"195";"5";"3";"Deutschland";"Baden-Württemberg";"Tübingen";"Ulm, Stadtkreis";"Deutschland";"Baden-Württemberg";"Tübingen";"Ulm, Stadtkreis"
"DE145";"196";"5";"3";"Deutschland";"Baden-Württemberg";"Tübingen";"Alb-Donau-Kreis";"Deutschland";"Baden-Württemberg";"Tübingen";"Alb-Donau-Kreis"
"DE146";"197";"5";"3";"Deutschland";"Baden-Württemberg";"Tübingen";"Biberach";"Deutschland";"Baden-Württemberg";"Tübingen";"Biberach"
"DE147";"198";"5";"3";"Deutschland";"Baden-Württemberg";"Tübingen";"Bodenseekreis";"Deutschland";"Baden-Württemberg";"Tübingen";"Bodenseekreis"
"DE148";"199";"5";"3";"Deutschland";"Baden-Württemberg";"Tübingen";"Ravensburg";"Deutschland";"Baden-Württemberg";"Tübingen";"Ravensburg"
"DE149";"200";"5";"3";"Deutschland";"Baden-Württemberg";"Tübingen";"Sigmaringen";"Deutschland";"Baden-Württemberg";"Tübingen";"Sigmaringen"
"DE300";"307";"5";"3";"Deutschland";"Berlin";"Berlin";"Berlin";"Deutschland";"Berlin";"Berlin";"Berlin"
"DE401";"310";"5";"3";"Deutschland";"Brandenburg";"Brandenburg";"Brandenburg an der Havel, Kreisfreie Stadt";"Deutschland";"Brandenburg";"Brandenburg";"Brandenburg an der Havel, Kreisfreie Stadt"
"DE402";"311";"5";"3";"Deutschland";"Brandenburg";"Brandenburg";"Cottbus, Kreisfreie Stadt";"Deutschland";"Brandenburg";"Brandenburg";"Cottbus, Kreisfreie Stadt"
"DE403";"312";"5";"3";"Deutschland";"Brandenburg";"Brandenburg";"Frankfurt (Oder), Kreisfreie Stadt";"Deutschland";"Brandenburg";"Brandenburg";"Frankfurt (Oder), Kreisfreie Stadt"
"DE404";"313";"5";"3";"Deutschland";"Brandenburg";"Brandenburg";"Potsdam, Kreisfreie Stadt";"Deutschland";"Brandenburg";"Brandenburg";"Potsdam, Kreisfreie Stadt"
"DE405";"314";"5";"3";"Deutschland";"Brandenburg";"Brandenburg";"Barnim";"Deutschland";"Brandenburg";"Brandenburg";"Barnim"
"DE406";"315";"5";"3";"Deutschland";"Brandenburg";"Brandenburg";"Dahme-Spreewald";"Deutschland";"Brandenburg";"Brandenburg";"Dahme-Spreewald"
"DE407";"316";"5";"3";"Deutschland";"Brandenburg";"Brandenburg";"Elbe-Elster";"Deutschland";"Brandenburg";"Brandenburg";"Elbe-Elster"
"DE408";"317";"5";"3";"Deutschland";"Brandenburg";"Brandenburg";"Havelland";"Deutschland";"Brandenburg";"Brandenburg";"Havelland"
"DE409";"318";"5";"3";"Deutschland";"Brandenburg";"Brandenburg";"Märkisch-Oderland";"Deutschland";"Brandenburg";"Brandenburg";"Märkisch-Oderland"
"DE40A";"319";"5";"3";"Deutschland";"Brandenburg";"Brandenburg";"Oberhavel";"Deutschland";"Brandenburg";"Brandenburg";"Oberhavel"
"DE40B";"320";"5";"3";"Deutschland";"Brandenburg";"Brandenburg";"Oberspreewald-Lausitz";"Deutschland";"Brandenburg";"Brandenburg";"Oberspreewald-Lausitz"
"DE40C";"321";"5";"3";"Deutschland";"Brandenburg";"Brandenburg";"Oder-Spree";"Deutschland";"Brandenburg";"Brandenburg";"Oder-Spree"
"DE40D";"322";"5";"3";"Deutschland";"Brandenburg";"Brandenburg";"Ostprignitz-Ruppin";"Deutschland";"Brandenburg";"Brandenburg";"Ostprignitz-Ruppin"
"DE40E";"323";"5";"3";"Deutschland";"Brandenburg";"Brandenburg";"Potsdam-Mittelmark";"Deutschland";"Brandenburg";"Brandenburg";"Potsdam-Mittelmark"
"DE40F";"324";"5";"3";"Deutschland";"Brandenburg";"Brandenburg";"Prignitz";"Deutschland";"Brandenburg";"Brandenburg";"Prignitz"
"DE40G";"325";"5";"3";"Deutschland";"Brandenburg";"Brandenburg";"Spree-Neiße";"Deutschland";"Brandenburg";"Brandenburg";"Spree-Neiße"
"DE40H";"326";"5";"3";"Deutschland";"Brandenburg";"Brandenburg";"Teltow-Fläming";"Deutschland";"Brandenburg";"Brandenburg";"Teltow-Fläming"
"DE40I";"327";"5";"3";"Deutschland";"Brandenburg";"Brandenburg";"Uckermark";"Deutschland";"Brandenburg";"Brandenburg";"Uckermark"
"DE501";"330";"5";"3";"Deutschland";"Bremen";"Bremen";"Bremen, Kreisfreie Stadt";"Deutschland";"Bremen";"Bremen";"Bremen, Kreisfreie Stadt"
"DE502";"331";"5";"3";"Deutschland";"Bremen";"Bremen";"Bremerhaven, Kreisfreie Stadt";"Deutschland";"Bremen";"Bremen";"Bremerhaven, Kreisfreie Stadt"
"DE600";"334";"5";"3";"Deutschland";"Hamburg";"Hamburg";"Hamburg";"Deutschland";"Hamburg";"Hamburg";"Hamburg"
"DE711";"337";"5";"3";"Deutschland";"Hessen";"Darmstadt";"Darmstadt, Kreisfreie Stadt";"Deutschland";"Hessen";"Darmstadt";"Darmstadt, Kreisfreie Stadt"
"DE712";"338";"5";"3";"Deutschland";"Hessen";"Darmstadt";"Frankfurt am Main, Kreisfreie Stadt";"Deutschland";"Hessen";"Darmstadt";"Frankfurt am Main, Kreisfreie Stadt"
"DE713";"339";"5";"3";"Deutschland";"Hessen";"Darmstadt";"Offenbach am Main, Kreisfreie Stadt";"Deutschland";"Hessen";"Darmstadt";"Offenbach am Main, Kreisfreie Stadt"
"DE714";"340";"5";"3";"Deutschland";"Hessen";"Darmstadt";"Wiesbaden, Kreisfreie Stadt";"Deutschland";"Hessen";"Darmstadt";"Wiesbaden, Kreisfreie Stadt"
"DE715";"341";"5";"3";"Deutschland";"Hessen";"Darmstadt";"Bergstraße";"Deutschland";"Hessen";"Darmstadt";"Bergstraße"
"DE716";"342";"5";"3";"Deutschland";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Deutschland";"Hessen";"Darmstadt";"Darmstadt-Dieburg"
"DE717";"343";"5";"3";"Deutschland";"Hessen";"Darmstadt";"Groß-Gerau";"Deutschland";"Hessen";"Darmstadt";"Groß-Gerau"
"DE718";"344";"5";"3";"Deutschland";"Hessen";"Darmstadt";"Hochtaunuskreis";"Deutschland";"Hessen";"Darmstadt";"Hochtaunuskreis"
"DE719";"345";"5";"3";"Deutschland";"Hessen";"Darmstadt";"Main-Kinzig-Kreis";"Deutschland";"Hessen";"Darmstadt";"Main-Kinzig-Kreis"
"DE71A";"346";"5";"3";"Deutschland";"Hessen";"Darmstadt";"Main-Taunus-Kreis";"Deutschland";"Hessen";"Darmstadt";"Main-Taunus-Kreis"
"DE71B";"347";"5";"3";"Deutschland";"Hessen";"Darmstadt";"Odenwaldkreis";"Deutschland";"Hessen";"Darmstadt";"Odenwaldkreis"
"DE71C";"348";"5";"3";"Deutschland";"Hessen";"Darmstadt";"Offenbach, Landkreis";"Deutschland";"Hessen";"Darmstadt";"Offenbach, Landkreis"
"DE71D";"349";"5";"3";"Deutschland";"Hessen";"Darmstadt";"Rheingau-Taunus-Kreis";"Deutschland";"Hessen";"Darmstadt";"Rheingau-Taunus-Kreis"
"DE71E";"350";"5";"3";"Deutschland";"Hessen";"Darmstadt";"Wetteraukreis";"Deutschland";"Hessen";"Darmstadt";"Wetteraukreis"
"DE721";"352";"5";"3";"Deutschland";"Hessen";"Gießen";"Gießen, Landkreis";"Deutschland";"Hessen";"Gießen";"Gießen, Landkreis"
"DE722";"353";"5";"3";"Deutschland";"Hessen";"Gießen";"Lahn-Dill-Kreis";"Deutschland";"Hessen";"Gießen";"Lahn-Dill-Kreis"
"DE723";"354";"5";"3";"Deutschland";"Hessen";"Gießen";"Limburg-Weilburg";"Deutschland";"Hessen";"Gießen";"Limburg-Weilburg"
"DE724";"355";"5";"3";"Deutschland";"Hessen";"Gießen";"Marburg-Biedenkopf";"Deutschland";"Hessen";"Gießen";"Marburg-Biedenkopf"
"DE725";"356";"5";"3";"Deutschland";"Hessen";"Gießen";"Vogelsbergkreis";"Deutschland";"Hessen";"Gießen";"Vogelsbergkreis"
"DE731";"358";"5";"3";"Deutschland";"Hessen";"Kassel";"Kassel, Kreisfreie Stadt";"Deutschland";"Hessen";"Kassel";"Kassel, Kreisfreie Stadt"
"DE732";"359";"5";"3";"Deutschland";"Hessen";"Kassel";"Fulda";"Deutschland";"Hessen";"Kassel";"Fulda"
"DE733";"360";"5";"3";"Deutschland";"Hessen";"Kassel";"Hersfeld-Rotenburg";"Deutschland";"Hessen";"Kassel";"Hersfeld-Rotenburg"
"DE734";"361";"5";"3";"Deutschland";"Hessen";"Kassel";"Kassel, Landkreis";"Deutschland";"Hessen";"Kassel";"Kassel, Landkreis"
"DE735";"362";"5";"3";"Deutschland";"Hessen";"Kassel";"Schwalm-Eder-Kreis";"Deutschland";"Hessen";"Kassel";"Schwalm-Eder-Kreis"
"DE736";"363";"5";"3";"Deutschland";"Hessen";"Kassel";"Waldeck-Frankenberg";"Deutschland";"Hessen";"Kassel";"Waldeck-Frankenberg"
"DE737";"364";"5";"3";"Deutschland";"Hessen";"Kassel";"Werra-Meißner-Kreis";"Deutschland";"Hessen";"Kassel";"Werra-Meißner-Kreis"
"DE803";"367";"5";"3";"Deutschland";"Mecklenburg-Vorpommern";"Mecklenburg-Vorpommern";"Rostock, Kreisfreie Stadt";"Deutschland";"Mecklenburg-Vorpommern";"Mecklenburg-Vorpommern";"Rostock, Kreisfreie Stadt"
"DE804";"368";"5";"3";"Deutschland";"Mecklenburg-Vorpommern";"Mecklenburg-Vorpommern";"Schwerin, Kreisfreie Stadt";"Deutschland";"Mecklenburg-Vorpommern";"Mecklenburg-Vorpommern";"Schwerin, Kreisfreie Stadt"
"DE80J";"369";"5";"3";"Deutschland";"Mecklenburg-Vorpommern";"Mecklenburg-Vorpommern";"Mecklenburgische Seenplatte";"Deutschland";"Mecklenburg-Vorpommern";"Mecklenburg-Vorpommern";"Mecklenburgische Seenplatte"
"DE80K";"370";"5";"3";"Deutschland";"Mecklenburg-Vorpommern";"Mecklenburg-Vorpommern";"Landkreis Rostock";"Deutschland";"Mecklenburg-Vorpommern";"Mecklenburg-Vorpommern";"Landkreis Rostock"
"DE80L";"371";"5";"3";"Deutschland";"Mecklenburg-Vorpommern";"Mecklenburg-Vorpommern";"Vorpommern-Rügen";"Deutschland";"Mecklenburg-Vorpommern";"Mecklenburg-Vorpommern";"Vorpommern-Rügen"
"DE80M";"372";"5";"3";"Deutschland";"Mecklenburg-Vorpommern";"Mecklenburg-Vorpommern";"Nordwestmecklenburg";"Deutschland";"Mecklenburg-Vorpommern";"Mecklenburg-Vorpommern";"Nordwestmecklenburg"
"DE80N";"373";"5";"3";"Deutschland";"Mecklenburg-Vorpommern";"Mecklenburg-Vorpommern";"Vorpommern-Greifswald";"Deutschland";"Mecklenburg-Vorpommern";"Mecklenburg-Vorpommern";"Vorpommern-Greifswald"
"DE80O";"374";"5";"3";"Deutschland";"Mecklenburg-Vorpommern";"Mecklenburg-Vorpommern";"Ludwigslust-Parchim";"Deutschland";"Mecklenburg-Vorpommern";"Mecklenburg-Vorpommern";"Ludwigslust-Parchim"
"DE911";"377";"5";"3";"Deutschland";"Niedersachsen";"Braunschweig";"Braunschweig, Kreisfreie Stadt";"Deutschland";"Niedersachsen";"Braunschweig";"Braunschweig, Kreisfreie Stadt"
"DE912";"378";"5";"3";"Deutschland";"Niedersachsen";"Braunschweig";"Salzgitter, Kreisfreie Stadt";"Deutschland";"Niedersachsen";"Braunschweig";"Salzgitter, Kreisfreie Stadt"
"DE913";"379";"5";"3";"Deutschland";"Niedersachsen";"Braunschweig";"Wolfsburg, Kreisfreie Stadt";"Deutschland";"Niedersachsen";"Braunschweig";"Wolfsburg, Kreisfreie Stadt"
"DE914";"380";"5";"3";"Deutschland";"Niedersachsen";"Braunschweig";"Gifhorn";"Deutschland";"Niedersachsen";"Braunschweig";"Gifhorn"
"DE916";"381";"5";"3";"Deutschland";"Niedersachsen";"Braunschweig";"Goslar";"Deutschland";"Niedersachsen";"Braunschweig";"Goslar"
"DE917";"382";"5";"3";"Deutschland";"Niedersachsen";"Braunschweig";"Helmstedt";"Deutschland";"Niedersachsen";"Braunschweig";"Helmstedt"
"DE918";"383";"5";"3";"Deutschland";"Niedersachsen";"Braunschweig";"Northeim";"Deutschland";"Niedersachsen";"Braunschweig";"Northeim"
"DE91A";"384";"5";"3";"Deutschland";"Niedersachsen";"Braunschweig";"Peine";"Deutschland";"Niedersachsen";"Braunschweig";"Peine"
"DE91B";"385";"5";"3";"Deutschland";"Niedersachsen";"Braunschweig";"Wolfenbüttel";"Deutschland";"Niedersachsen";"Braunschweig";"Wolfenbüttel"
"DE91C";"386";"5";"3";"Deutschland";"Niedersachsen";"Braunschweig";"Göttingen";"Deutschland";"Niedersachsen";"Braunschweig";"Göttingen"
"DE922";"388";"5";"3";"Deutschland";"Niedersachsen";"Hannover";"Diepholz";"Deutschland";"Niedersachsen";"Hannover";"Diepholz"
"DE923";"389";"5";"3";"Deutschland";"Niedersachsen";"Hannover";"Hameln-Pyrmont";"Deutschland";"Niedersachsen";"Hannover";"Hameln-Pyrmont"
"DE925";"390";"5";"3";"Deutschland";"Niedersachsen";"Hannover";"Hildesheim";"Deutschland";"Niedersachsen";"Hannover";"Hildesheim"
"DE926";"391";"5";"3";"Deutschland";"Niedersachsen";"Hannover";"Holzminden";"Deutschland";"Niedersachsen";"Hannover";"Holzminden"
"DE927";"392";"5";"3";"Deutschland";"Niedersachsen";"Hannover";"Nienburg (Weser)";"Deutschland";"Niedersachsen";"Hannover";"Nienburg (Weser)"
"DE928";"393";"5";"3";"Deutschland";"Niedersachsen";"Hannover";"Schaumburg";"Deutschland";"Niedersachsen";"Hannover";"Schaumburg"
"DE929";"394";"5";"3";"Deutschland";"Niedersachsen";"Hannover";"Region Hannover";"Deutschland";"Niedersachsen";"Hannover";"Region Hannover"
"DE931";"396";"5";"3";"Deutschland";"Niedersachsen";"Lüneburg";"Celle";"Deutschland";"Niedersachsen";"Lüneburg";"Celle"
"DE932";"397";"5";"3";"Deutschland";"Niedersachsen";"Lüneburg";"Cuxhaven";"Deutschland";"Niedersachsen";"Lüneburg";"Cuxhaven"
"DE933";"398";"5";"3";"Deutschland";"Niedersachsen";"Lüneburg";"Harburg";"Deutschland";"Niedersachsen";"Lüneburg";"Harburg"
"DE934";"399";"5";"3";"Deutschland";"Niedersachsen";"Lüneburg";"Lüchow-Dannenberg";"Deutschland";"Niedersachsen";"Lüneburg";"Lüchow-Dannenberg"
"DE935";"400";"5";"3";"Deutschland";"Niedersachsen";"Lüneburg";"Lüneburg, Landkreis";"Deutschland";"Niedersachsen";"Lüneburg";"Lüneburg, Landkreis"
"DE936";"401";"5";"3";"Deutschland";"Niedersachsen";"Lüneburg";"Osterholz";"Deutschland";"Niedersachsen";"Lüneburg";"Osterholz"
"DE937";"402";"5";"3";"Deutschland";"Niedersachsen";"Lüneburg";"Rotenburg (Wümme)";"Deutschland";"Niedersachsen";"Lüneburg";"Rotenburg (Wümme)"
"DE938";"403";"5";"3";"Deutschland";"Niedersachsen";"Lüneburg";"Heidekreis";"Deutschland";"Niedersachsen";"Lüneburg";"Heidekreis"
"DE939";"404";"5";"3";"Deutschland";"Niedersachsen";"Lüneburg";"Stade";"Deutschland";"Niedersachsen";"Lüneburg";"Stade"
"DE93A";"405";"5";"3";"Deutschland";"Niedersachsen";"Lüneburg";"Uelzen";"Deutschland";"Niedersachsen";"Lüneburg";"Uelzen"
"DE93B";"406";"5";"3";"Deutschland";"Niedersachsen";"Lüneburg";"Verden";"Deutschland";"Niedersachsen";"Lüneburg";"Verden"
"DE941";"408";"5";"3";"Deutschland";"Niedersachsen";"Weser-Ems";"Delmenhorst, Kreisfreie Stadt";"Deutschland";"Niedersachsen";"Weser-Ems";"Delmenhorst, Kreisfreie Stadt"
